Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
1001–1200,University of Almería,Spain,"12,996",18.7,12%,55:45:00,22.4–27.1,19,17.4,35.2,37.1,43.1
1001–1200,"University of the Andes, Chile",Chile,"9,254",18.9,2%,58:42:00,22.4–27.1,17.8,12.9,32.3,36.2,48.1
1001–1200,University of Antioquia,Colombia,"37,141",21.2,0%,50:50:00,22.4–27.1,18.4,22.5,22.3,76.6,37.6
1001–1200,Assiut University,Egypt,"92,965",17.8,1%,52:48:00,22.4–27.1,17,9.7,40.3,34.8,46.8
1001–1200,Atatürk University,Turkey,"63,400",34.6,2%,49:51:00,22.4–27.1,18.2,13.5,40.2,36.2,19.1
1001–1200,Atılım University,Turkey,"9,421",15.4,5%,41:59:00,22.4–27.1,16.5,9.3,36.8,36.1,39.9
1001–1200,Babeş-Bolyai University,Romania,"36,951",22.9,4%,67:33:00,22.4–27.1,19.4,15.6,31.2,35.8,44.4
1001–1200,Bandung Institute of Technology (ITB),Indonesia,"18,239",12,2%,56:44:00,22.4–27.1,23.1,20.7,16.3,97.5,29.1
1001–1200,Bangladesh Agricultural University (BAU),Bangladesh,"8,088",14.3,1%,44:56:00,22.4–27.1,17.1,8.3,34.5,38.5,46.2
1001–1200,Beijing Forestry University,China,"20,196",15.6,1%,65:35:00,22.4–27.1,22.5,25.5,22.6,71.2,20
1001–1200,Beijing Jiaotong University,China,"30,608",14.9,7%,39 : 61,22.4–27.1,25.9,26.6,21.6,63.7,37.5
1001–1200,Beijing University of Technology,China,"22,746",11.9,2%,41:59:00,22.4–27.1,25.1,20.9,19.2,54.5,21.6
1001–1200,Bezmiâlem Vakif University,Turkey,"3,567",11.9,5%,72:28:00,22.4–27.1,27.2,11.1,27.6,38.4,21.9
1001–1200,Bowling Green State University,United States,"15,268",16.2,4%,56:44:00,22.4–27.1,20.6,13,45.5,34.8,26
1001–1200,University of Brasília,Brazil,"45,425",14.9,2%,51:49:00,22.4–27.1,26.2,13,35,41.7,31.5
1001–1200,University of Cadiz,Spain,"18,763",17.7,9%,56:44:00,22.4–27.1,18.3,16.6,31.7,36.5,39.4
1001–1200,Canterbury Christ Church University,United Kingdom,"10,920",17.3,13%,69:31:00,22.4–27.1,19.1,12.9,28.3,35,45.3
1001–1200,Cardiff Metropolitan University,United Kingdom,"9,060",18.3,20%,56:44:00,22.4–27.1,18.8,12.7,37,36,66.6
1001–1200,Technical University of Cartagena,Spain,"4,541",10.3,8%,27 : 73,22.4–27.1,20.3,12.2,31.1,39,36.7
1001–1200,University of Castilla-La Mancha,Spain,"21,735",12.4,7%,57:43:00,22.4–27.1,20.1,14.2,38,36.8,39.2
1001–1200,The Catholic University of Korea,South Korea,"9,840",7.4,4%,60:40:00,22.4–27.1,25.9,19.6,23.8,39.8,19.9
1001–1200,Universidad Católica San Antonio de Murcia (UCAM),Spain,"10,828",19.7,12%,55:45:00,22.4–27.1,16.6,15.1,28.8,45.2,44
1001–1200,Central University of Finance and Economics,China,"16,066",14.4,4%,63:37:00,22.4–27.1,21.9,12.4,32.5,40.2,36.9
1001–1200,Chengdu University,China,"22,106",18.1,1%,55:45:00,22.4–27.1,15.8,9.8,42.4,37.8,20.7
1001–1200,Chiang Mai University,Thailand,"33,357",14.1,3%,61:39:00,22.4–27.1,25.2,17.6,25.9,57.9,34.4
1001–1200,Chiba University,Japan,"13,868",10,5%,38 : 62,22.4–27.1,25.5,18.6,31.4,48.9,27.9
1001–1200,China University of Petroleum (East China),China,"25,206",15,2%,32 : 68,22.4–27.1,20.2,17.8,30.8,89.4,18.5
1001–1200,China Pharmaceutical University,China,"24,013",19.3,2%,68:32:00,22.4–27.1,18.1,12.7,40.7,54.3,18.1
1001–1200,Chonnam National University,South Korea,"22,250",17.1,9%,48:52:00,22.4–27.1,23,21.4,28.2,41.2,30.7
1001–1200,Chungnam National University,South Korea,"21,471",21.1,4%,46:54:00,22.4–27.1,24.6,23.6,17.5,45.3,23.5
1001–1200,Chung Yuan Christian University,Taiwan,"15,314",32,10%,45:55:00,22.4–27.1,17.1,22,26.5,43.7,41.7
1001–1200,Comenius University in Bratislava,Slovakia,"21,008",9.7,13%,65:35:00,22.4–27.1,23.3,13.5,35.5,35.1,53
1001–1200,University of Concepción,Chile,"28,260",17.2,2%,52:48:00,22.4–27.1,16.7,13.3,28.3,56.1,50.4
1001–1200,Czech University of Life Sciences Prague (CZU),Czech Republic,"17,460",17.1,21%,53:47:00,22.4–27.1,17.5,13.7,31.9,50.4,64.5
1001–1200,Czech Technical University in Prague,Czech Republic,"17,410",10,20%,28 : 72,22.4–27.1,22.4,15.9,20.1,49.1,57.3
1001–1200,Dr B.R. Ambedkar National Institute of Technology Jalandhar,India,"3,980",20.7,0%,0.684027778,22.4–27.1,16.7,13.2,39.9,35.4,13.8
1001–1200,Duzce University,Turkey,"21,597",35.9,3%,48:52:00,22.4–27.1,15.8,14.4,34.6,87.6,20.7
1001–1200,Universidade Estadual Paulista (Unesp),Brazil,"40,396",14.5,3%,51:49:00,22.4–27.1,33.4,24.5,18.6,39.6,29.2
1001–1200,Fayoum University,Egypt,"40,988",16.4,1%,64:36:00,22.4–27.1,15,10.6,49.9,38.9,41
1001–1200,Universidade Federal do ABC (UFABC),Brazil,"17,325",23.3,1%,36 : 64,22.4–27.1,17.2,13.7,34,35.6,35.5
1001–1200,Federal University of Pelotas,Brazil,"21,940",16.3,1%,56:44:00,22.4–27.1,18.4,12.2,37.2,34.8,20.5
1001–1200,Federal University of Rio de Janeiro,Brazil,"53,721",13.7,2%,54:46:00,22.4–27.1,31.9,22,23.1,64.2,29.6
1001–1200,Federal University of São Carlos,Brazil,"19,648",14.8,2%,49:51:00,22.4–27.1,28.9,17.4,20.8,41.6,25.7
1001–1200,Ferdowsi University of Mashhad,Iran,"23,747",29.7,8%,55:45:00,22.4–27.1,26.7,22.6,23.7,42.4,27.7
1001–1200,University of La Frontera,Chile,"11,018",26.2,1%,46:54:00,22.4–27.1,15.3,19.9,30.6,34.8,49.6
1001–1200,Fu Jen Catholic University,Taiwan,"18,375",24.2,7%,58:42:00,22.4–27.1,20.9,22.5,33,73.7,30.7
1001–1200,Gdańsk University of Technology,Poland,"13,778",18.4,5%,39 : 61,22.4–27.1,18.7,15.5,35.3,44.6,28.1
1001–1200,Georgia Southern University,United States,"18,040",17.3,3%,57:43:00,22.4–27.1,22,13.4,31.6,40.1,28.7
1001–1200,University of Ghana,Ghana,"43,877",26.7,1%,46:54:00,22.4–27.1,18.2,15.6,30.6,46.8,48.8
1001–1200,Guangxi University,China,"39,846",19,2%,47:53:00,22.4–27.1,16.3,11.7,40.1,43.1,22
1001–1200,University of Guilan,Iran,"17,460",35.2,2%,58:42:00,22.4–27.1,25.6,18.5,33.1,37.4,19.1
1001–1200,Guru Jambheshwar University of Science and Technology,India,"5,705",17.5,1%,41:59:00,22.4–27.1,22.6,8.5,41.5,34.8,15.3
1001–1200,Hamamatsu University School of Medicine,Japan,"1,207",3.7,2%,49:51:00,22.4–27.1,26.8,15.8,31.9,38.1,20.1
1001–1200,Université Polytechnique Hauts-de-France,France,"13,633",20.9,13%,46:54:00,22.4–27.1,15.9,8.3,30.3,36.1,73.9
1001–1200,Huaqiao University,China,"30,864",17.3,16%,47:53:00,22.4–27.1,15.4,12.2,39.8,37.1,59.1
1001–1200,Hyogo College of Medicine,Japan,931,2.2,1%,37 : 63,22.4–27.1,27.3,13.9,40.9,39.6,16.9
1001–1200,Ibn Tofaïl University,Morocco,"49,037",72.4,2%,47:53:00,22.4–27.1,23.9,10,40.6,38.2,24.8
1001–1200,Ilmenau University of Technology,Germany,"5,608",17.8,26%,28 : 72,22.4–27.1,25.5,17.4,23.7,51.9,60.5
1001–1200,Incheon National University,South Korea,"13,457",17.5,3%,n/a,22.4–27.1,17.3,26.4,21.6,37.1,29.1
1001–1200,Indian Institute of Technology Bhubaneswar,India,"1,778",12.7,0%,0.643055556,22.4–27.1,24.9,13.1,40,36.1,18.8
1001–1200,Indian Institute of Technology (Indian School of Mines) Dhanbad,India,"7,287",21.9,0%,0.684027778,22.4–27.1,22.1,20.8,36.7,55.9,15
1001–1200,Indian Institute of Science Education and Research Bhopal,India,"1,581",13.2,0%,33 : 67,22.4–27.1,25.6,14.4,26.9,35.1,18.8
1001–1200,Indian Institute of Technology Mandi,India,"1,367",10.4,1%,26 : 74,22.4–27.1,23.3,10.8,40.3,35.2,22.2
1001–1200,Inha University,South Korea,"18,801",22.4,8%,42:58:00,22.4–27.1,26.6,21.6,27.1,64.7,34.7
1001–1200,The Islamia University of Bahawalpur,Pakistan,"29,156",24.3,0%,38 : 62,22.4–27.1,22.6,10.5,36.7,34.8,40.3
1001–1200,Istanbul University,Turkey,"84,991",35.8,8%,50:50:00,22.4–27.1,23.4,20.4,32.9,46.7,30.8
1001–1200,Jamia Hamdard University,India,"9,138",18.8,4%,44:56:00,22.4–27.1,19.1,12.2,44.3,38,29.2
1001–1200,University of Jeddah,Saudi Arabia,"23,342",12.1,2%,67:33:00,22.4–27.1,17.1,8.4,38.5,34.8,72.2
1001–1200,Jeonbuk National University,South Korea,"20,488",20.1,6%,45:55:00,22.4–27.1,23.2,21.4,27.1,43.7,30.2
1001–1200,Jianghan University,China,"17,855",13.9,2%,55:45:00,22.4–27.1,16.8,9.8,51.1,38.7,22.4
1001–1200,Jilin University,China,"72,804",11,3%,47:53:00,22.4–27.1,27.6,17.2,30.9,42.3,22.2
1001–1200,Kanazawa University,Japan,"10,392",9.9,6%,37 : 63,22.4–27.1,27,18.8,25.8,37.8,27.5
1001–1200,Kaohsiung Medical University,Taiwan,"6,487",11.8,7%,58:42:00,22.4–27.1,24.1,24.9,27,52.8,27.6
1001–1200,Karabük University,Turkey,"47,208",45.5,19%,40 : 60,22.4–27.1,13.7,8.4,50.9,35.2,37.6
1001–1200,Kharkiv National University of Radio Electronics,Ukraine,"7,670",10.9,10%,24 : 76,22.4–27.1,18.5,9.1,39.4,35.3,30.5
1001–1200,King Faisal University,Saudi Arabia,"29,946",14.3,2%,62:38:00,22.4–27.1,17.7,7.8,41,39.7,73.7
1001–1200,King George’s Medical University,India,"3,083",7.2,0%,47:53:00,22.4–27.1,26.9,10.3,44.7,37.3,15.4
1001–1200,KL University,India,"17,201",14.9,2%,34 : 66,22.4–27.1,16.2,8.8,47.9,35.1,16.5
1001–1200,K.N. Toosi University of Technology,Iran,"7,140",23.5,1%,30 : 70,22.4–27.1,21.3,23.2,32.9,42,25.7
1001–1200,Kumamoto University,Japan,"9,935",8,8%,38 : 62,22.4–27.1,25.8,15.1,27.6,45.2,32.2
1001–1200,Kwame Nkrumah University of Science and Technology,Ghana,"63,628",67.3,1%,44:56:00,22.4–27.1,14.6,14.1,34.3,34.9,47.3
1001–1200,Kyoto Prefectural University of Medicine,Japan,"1,358",3.4,1%,46:54:00,22.4–27.1,29.5,14.9,34.6,44.1,17
1001–1200,University of Lahore,Pakistan,"29,658",14.9,2%,36 : 64,22.4–27.1,15.8,8.9,48.2,35.3,45.1
1001–1200,University of Las Palmas de Gran Canaria,Spain,"17,823",18.2,8%,57:43:00,22.4–27.1,16.8,13.5,44,34.8,41.5
1001–1200,Lebanese University,Lebanon,"49,737",15.5,16%,70:30:00,22.4–27.1,25.9,12.5,16,34.9,78.2
1001–1200,University of León,Spain,"12,121",13.2,15%,53:47:00,22.4–27.1,18.2,12.4,37.5,37.8,45.6
1001–1200,Lorestan University,Iran,"8,700",26,1%,56:44:00,22.4–27.1,21.9,11.3,48,35,19.1
1001–1200,Lovely Professional University,India,"31,102",15.1,6%,1.011805556,22.4–27.1,16.3,9.1,45.8,36.1,22
1001–1200,University of Malaga,Spain,"35,860",12.3,7%,54:46:00,22.4–27.1,17.9,12.7,34.3,37.4,40.6
1001–1200,Universiti Malaysia Perlis,Malaysia,"11,084",10.7,5%,42:58:00,22.4–27.1,20,10.6,46.3,35.1,29.3
1001–1200,Manipal Academy of Higher Education,India,"22,337",9,12%,49:51:00,22.4–27.1,29.8,13.6,22.5,41.5,35.5
1001–1200,University of Manouba,Tunisia,"16,874",12.8,2%,67:33:00,22.4–27.1,19.7,8.2,34.5,34.8,43.3
1001–1200,University of Maribor,Slovenia,"11,732",13.2,7%,54:46:00,22.4–27.1,18.3,16.8,28.3,41.3,39.3
1001–1200,University of Mazandaran,Iran,"13,672",33.2,7%,61:39:00,22.4–27.1,26.7,14.1,32.1,37.8,27.2
1001–1200,Medical University of Bialystok,Poland,"5,284",12.7,7%,76:24:00,22.4–27.1,37.2,10,24.2,37.3,27.5
1001–1200,Medical University of Warsaw,Poland,"10,221",6.8,8%,72:28:00,22.4–27.1,28.3,10.7,35.5,40.8,28.7
1001–1200,Minia University,Egypt,"76,018",18.7,1%,59:41:00,22.4–27.1,14.9,8,46.5,34.9,45
1001–1200,Mississippi State University,United States,"28,074",19.6,3%,52:48:00,22.4–27.1,20.8,18.1,38.8,39.8,29.6
1001–1200,Morgan State University,United States,"7,118",12.6,10%,56:44:00,22.4–27.1,21.2,10.6,39.5,35.1,47.1
1001–1200,University of Mumbai,India,"13,196",23.7,0%,44:56:00,22.4–27.1,28.3,28.1,12.4,36.6,15.6
1001–1200,University of Murcia,Spain,"27,067",15.9,8%,62:38:00,22.4–27.1,19.5,15.7,37.1,37,40.7
1001–1200,Nagasaki University,Japan,"8,877",6.7,6%,39 : 61,22.4–27.1,25.9,13.7,23.6,39.8,34.4
1001–1200,Nanjing University of Aeronautics and Astronautics,China,"30,713",15.7,3%,29 : 71,22.4–27.1,22.4,24.3,20.6,74.8,20.4
1001–1200,National Central University,Taiwan,"11,101",9.8,12%,34 : 66,22.4–27.1,26.1,23.5,18.2,75.8,45.4
1001–1200,National Chengchi University,Taiwan,"12,750",14.9,16%,56:44:00,22.4–27.1,25.1,28.5,12.6,42.7,50
1001–1200,National University of Colombia,Colombia,"51,722",21.6,1%,38 : 62,22.4–27.1,20.3,14.1,41.4,35.3,36.9
1001–1200,National Dong Hwa University,Taiwan,"9,907",16.7,8%,52:48:00,22.4–27.1,18.4,22,26.1,38.3,43.3
1001–1200,"National Institute of Technology, Tiruchirappalli",India,"6,188",15,8%,0.970833333,22.4–27.1,26.1,13.7,35.4,39.7,23.2
1001–1200,National University of San Martín,Argentina,"15,964",15.8,5%,65:35:00,22.4–27.1,17.2,10.5,37.7,35.5,40.7
1001–1200,National Taipei University of Technology,Taiwan,"9,882",15.6,11%,28 : 72,22.4–27.1,22.8,22.4,24.7,98,36.5
1001–1200,National Yunlin University of Science and Technology,Taiwan,"9,199",22.4,6%,43:57:00,22.4–27.1,20,28.2,13.7,95.3,27
1001–1200,Nicolaus Copernicus University in Toruń,Poland,"23,157",15.3,3%,68:32:00,22.4–27.1,19.8,18.3,28,36.3,29.4
1001–1200,North China Electric Power University,China,"37,957",19.1,3%,36 : 64,22.4–27.1,18.5,18.9,29.1,54.3,18.1
1001–1200,Northwest University,China,"24,365",13.4,7%,55:45:00,22.4–27.1,22.1,12,35.2,39.4,27.3
1001–1200,Oakland University,United States,"15,544",18.4,4%,57:43:00,22.4–27.1,29.3,14.8,28.1,35.1,33.3
1001–1200,Óbuda University,Hungary,"12,378",50.1,5%,0.847916667,22.4–27.1,15.7,14.5,41,37.4,38.6
1001–1200,Ocean University of China,China,"29,189",15.5,4%,54:46:00,22.4–27.1,23.5,16.1,34,43.5,26.2
1001–1200,Okayama University,Japan,"13,145",10.3,9%,40 : 60,22.4–27.1,27.9,19.3,25.2,59.4,31.2
1001–1200,Osmania University,India,"12,584",27.3,3%,39 : 61,22.4–27.1,35.3,14.7,30.8,40,17
1001–1200,Ozyegin University,Turkey,"6,649",21,5%,43:57:00,22.4–27.1,18.9,13.2,41.3,36,47.2
1001–1200,Pavol Jozef Šafárik University in Košice,Slovakia,"7,198",10.6,23%,60:40:00,22.4–27.1,38.8,10,16.3,34.9,64.4
1001–1200,Universitas Pendidikan Indonesia,Indonesia,"34,766",22.8,1%,72:28:00,22.4–27.1,17.2,9.3,44.1,35.6,17.5
1001–1200,Polytechnic Institute of Porto,Portugal,"18,428",16.4,7%,48:52:00,22.4–27.1,14.5,9.8,51.6,35,36.5
1001–1200,Pondicherry University,India,"7,080",21.1,1%,45:55:00,22.4–27.1,35.7,19.4,18.7,34.8,15.3
1001–1200,Pontifical Catholic University of Peru,Peru,"26,809",7.1,2%,46:54:00,22.4–27.1,20.9,9.3,32.8,35.8,44.3
1001–1200,Pontifical Catholic University of Valparaíso,Chile,"17,411",25.4,1%,42:58:00,22.4–27.1,17.4,25.2,20.4,43.9,49.3
1001–1200,Pontifícia Universidade Católica do Paraná,Brazil,"13,324",14.9,1%,55:45:00,22.4–27.1,20.5,12.4,37.4,38,27.2
1001–1200,University of Primorska,Slovenia,"5,149",15.1,14%,77:23:00,22.4–27.1,17.4,14.8,27.3,36,64.1
1001–1200,Public University of Navarre,Spain,"7,498",11.4,8%,51:49:00,22.4–27.1,19.2,13.4,40.1,37.6,46.2
1001–1200,University of Puerto Rico,Puerto Rico,"49,505",12,0%,60:40:00,22.4–27.1,21.5,9.5,42.4,37.1,43.2
1001–1200,University of the Punjab,Pakistan,"27,907",23.7,0%,52:48:00,22.4–27.1,22.5,13.1,28.8,35.5,35.8
1001–1200,University Rey Juan Carlos,Spain,"44,197",21.9,8%,59:41:00,22.4–27.1,14.8,11.3,39.9,36.5,41.4
1001–1200,Riga Technical University,Latvia,"10,515",32.5,18%,35 : 65,22.4–27.1,22.4,20.1,15.8,62.6,57.3
1001–1200,Rikkyo University,Japan,"19,946",15.5,5%,n/a,22.4–27.1,16.9,8.6,44.1,35.5,48.8
1001–1200,Robert Gordon University,United Kingdom,"8,900",18.7,23%,61:39:00,22.4–27.1,16.7,12.5,25.9,36.4,77.5
1001–1200,Rowan University,United States,"17,576",17.5,3%,47:53:00,22.4–27.1,24.8,8.1,42.1,35.5,30.7
1001–1200,Université Saint-Joseph de Beyrouth,Lebanon,"7,985",8.3,8%,62:38:00,22.4–27.1,24.9,9.9,22.9,40.4,72.2
1001–1200,Saitama Medical University,Japan,"1,942",1.5,0%,49:51:00,22.4–27.1,24.2,9.1,37.5,38.6,15.7
1001–1200,San Jose State University,United States,"29,960",28.3,11%,52:48:00,22.4–27.1,19.1,13.1,33.3,35.3,42.7
1001–1200,University of Sargodha,Pakistan,"21,249",26.5,0%,52:48:00,22.4–27.1,28.9,10.4,25.5,35.2,41.5
1001–1200,SASTRA University,India,"9,851",13.6,0%,44:56:00,22.4–27.1,18.7,9.9,38.3,43.6,16.9
1001–1200,Sechenov University,Russian Federation,"16,076",7.7,21%,69:31:00,22.4–27.1,27.8,13.6,28.9,39.1,49.6
1001–1200,Semnan University,Iran,"14,606",14.6,1%,50:50:00,22.4–27.1,24.6,11.5,36.2,34.8,18
1001–1200,University of Seoul,South Korea,"9,183",16.6,6%,n/a,22.4–27.1,25.2,18.8,26.8,40.4,29.3
1001–1200,University of Seville,Spain,"49,826",16.9,11%,58:42:00,22.4–27.1,19.8,19.3,34.2,38.4,46
1001–1200,Shahid Chamran University of Ahvaz,Iran,"13,079",21.7,3%,59:41:00,22.4–27.1,29.2,17.9,22.8,92.2,18.6
1001–1200,Shahrekord University,Iran,"6,954",20.2,0%,59:41:00,22.4–27.1,16.7,12.3,47.8,35.9,17.8
1001–1200,Shahrood University of Technology,Iran,"8,269",22.8,1%,42:58:00,22.4–27.1,23.8,16.8,40,35.6,24.4
1001–1200,Shanghai Maritime University,China,"22,774",15.8,3%,46:54:00,22.4–27.1,16,10.8,48.1,49.1,39
1001–1200,Shiga University of Medical Science,Japan,"1,155",3.1,3%,49:51:00,22.4–27.1,26.5,10.8,37,43.7,21.3
1001–1200,Siberian Federal University,Russian Federation,"10,168",19.3,12%,35 : 65,22.4–27.1,23.6,17.7,21.9,68.8,53.8
1001–1200,University of Social Welfare and Rehabilitation Sciences,Iran,"1,732",11,2%,68:32:00,22.4–27.1,27.3,17.6,33.6,41.4,32.4
1001–1200,Sogang University,South Korea,"9,652",23.5,14%,45:55:00,22.4–27.1,25.9,25.7,23.2,50.8,37.6
1001–1200,University of the South Pacific,Fiji,"11,208",31.3,1%,57:43:00,22.4–27.1,16,12.6,32.7,47.8,66
1001–1200,South Ural State University,Russian Federation,"20,326",14.2,9%,41:59:00,22.4–27.1,17.3,11.8,46.2,40.6,32.6
1001–1200,University of South Wales,United Kingdom,"15,310",15,18%,54:46:00,22.4–27.1,17,11.1,30.9,36.5,65.9
1001–1200,Southwest Jiaotong University,China,"43,424",16,2%,25 : 75,22.4–27.1,19.9,17.5,26.3,70.2,25.8
1001–1200,University of Split,Croatia,"19,600",17,2%,56:44:00,22.4–27.1,16.9,13.1,46.4,35.8,38
1001–1200,Sri Venkateswara University,India,"7,658",14.4,0%,42:58:00,22.4–27.1,36.4,9.7,26.9,35.1,23.6
1001–1200,Staffordshire University,United Kingdom,"9,120",17.5,12%,48:52:00,22.4–27.1,18.3,11.4,42.4,34.9,52.1
1001–1200,St Marianna University School of Medicine,Japan,839,0.9,1%,36 : 64,22.4–27.1,25.8,8.6,35.1,34.9,17.4
1001–1200,SWPS University,Poland,"13,987",36,9%,75:25:00,22.4–27.1,16.2,14.9,37.8,34.8,54.5
1001–1200,Tallinn University,Estonia,"4,062",10.3,19%,71:29:00,22.4–27.1,19.8,20.7,21.4,35.3,69.5
1001–1200,Tanta University,Egypt,"124,548",22.8,1%,53:47:00,22.4–27.1,14.8,8.1,51.6,34.8,41.1
1001–1200,Technological University Dublin,Ireland,"20,479",18.9,20%,43:57:00,22.4–27.1,17,12,30.8,35.1,71.3
1001–1200,University of Technology of Compiègne,France,"4,241",15.8,23%,39 : 61,22.4–27.1,23.4,10.9,28.6,42.1,83.9
1001–1200,University of Technology of Troyes,France,"2,954",18.3,23%,1.011805556,22.4–27.1,24.1,10.7,30.6,43.8,70.4
1001–1200,Teesside University,United Kingdom,"12,780",19.8,15%,57:43:00,22.4–27.1,16.8,12.7,40.8,35,61.6
1001–1200,Texas State University,United States,"31,600",19.2,1%,59:41:00,22.4–27.1,21.6,16.8,29.7,38,34.4
1001–1200,Tezpur University,India,"3,985",12.8,0%,41:59:00,22.4–27.1,22.8,26.2,21.4,35.8,15.7
1001–1200,Tokyo University of Agriculture and Technology,Japan,"5,690",15.2,6%,31 : 69,22.4–27.1,28.9,26.3,13.9,52.5,28.8
1001–1200,Tokyo Medical University,Japan,"1,370",1.7,0%,49:51:00,22.4–27.1,28.2,12.7,41.2,36.2,18.1
1001–1200,Tshwane University of Technology,South Africa,"48,386",42.4,2%,54:46:00,22.4–27.1,16.2,12.2,38.3,40.2,44.5
1001–1200,University of Tunis El Manar,Tunisia,"29,049",8.9,2%,68:32:00,22.4–27.1,26,11.6,24.1,35,41.3
1001–1200,Universiti Tunku Abdul Rahman (UTAR),Malaysia,"17,727",15.4,4%,51:49:00,22.4–27.1,16.6,14.2,34.5,38.4,34.2
1001–1200,Ural Federal University,Russian Federation,"27,099",13,16%,49:51:00,22.4–27.1,25.2,22.6,14,64.2,55
1001–1200,Urmia University,Iran,"14,729",28.9,1%,50:50:00,22.4–27.1,23.2,16,30.4,40,19.3
1001–1200,"Vietnam National University, Hanoi",Vietnam,"41,803",14.3,1%,64:36:00,22.4–27.1,19.4,10.5,41.5,36.6,45.6
1001–1200,University of Vigo,Spain,"17,794",15.6,6%,51:49:00,22.4–27.1,19.4,15.9,40.3,39.9,43.4
1001–1200,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,"9,164",13.8,12%,32 : 68,22.4–27.1,17.6,13.7,36.2,41.7,49
1001–1200,"Visvesvaraya National Institute of Technology, Nagpur",India,"4,616",17.2,3%,24 : 76,22.4–27.1,24.6,13,29.4,56.1,16.7
1001–1200,Volgograd State Technical University,Russian Federation,"13,307",14.1,8%,31 : 69,22.4–27.1,16.5,9.7,54.9,41.4,21.3
1001–1200,University of West Bohemia,Czech Republic,"10,751",14.8,4%,54:46:00,22.4–27.1,18.1,16.6,29.9,39.1,30.4
1001–1200,University of Wolverhampton,United Kingdom,"14,525",17.6,22%,63:37:00,22.4–27.1,17.4,13.5,36.7,35,67.9
1001–1200,Xiangtan University,China,"31,402",20.9,2%,54:46:00,22.4–27.1,15.5,13.5,38.7,38.5,22.3
1001–1200,Yangzhou University,China,"34,393",12.6,4%,55:45:00,22.4–27.1,17.7,12.6,46.5,43.3,25.5
1001–1200,Yıldız Technical University,Turkey,"31,369",33.3,6%,42:58:00,22.4–27.1,19.7,20.4,23.7,94,23.1
1001–1200,University of Zagreb,Croatia,"57,807",15.2,4%,60:40:00,22.4–27.1,20.5,14,30.3,44.1,35.2
1001–1200,Zanjan University of Medical Sciences,Iran,"4,677",11.1,1%,57:43:00,22.4–27.1,32.2,9.2,30.7,34.8,16.5
1001–1200,University of Zaragoza,Spain,"27,953",10,7%,54:46:00,22.4–27.1,21.6,15.8,38.1,38.9,40.6
1001–1200,Zhejiang University of Technology,China,"31,469",14.9,7%,n/a,22.4–27.1,17.7,17.1,41.9,60.9,25.7
1001–1200,University of Žilina,Slovakia,"7,040",12.2,2%,34 : 66,22.4–27.1,20.9,16.8,34.9,40.3,32.8
1201+,University of Abou Bekr Belkaïd Tlemcen,Algeria,"42,261",21.2,1%,67:33:00,10.6–22.3,25.2,8.3,7.7,34.9,34.8
1201+,Acıbadem University,Turkey,"2,687",5.9,3%,74:26:00,10.6–22.3,22.4,11.3,9.1,38.1,23.8
1201+,Adolfo Ibáñez University,Chile,"10,375",25.4,5%,38 : 62,10.6–22.3,15.5,15.1,25.1,36.6,59.6
1201+,AGH University of Krakow,Poland,"21,317",14,2%,35 : 65,10.6–22.3,21.8,17.2,20.3,61.4,23.8
1201+,Universitas Airlangga,Indonesia,"27,351",9.7,2%,64:36:00,10.6–22.3,21.5,10.7,18.3,36.5,34.2
1201+,Akdeniz University,Turkey,"41,824",28.1,3%,38 : 62,10.6–22.3,14.9,9.6,16.3,35.7,19.6
1201+,Akita University,Japan,"4,970",10.3,3%,36 : 64,10.6–22.3,21.1,11.1,10.7,39,22.7
1201+,Aksaray University,Turkey,"21,939",27.3,7%,46:54:00,10.6–22.3,12.7,8.5,22.1,35.1,23.6
1201+,Alexandru Ioan Cuza University,Romania,"24,047",21.5,7%,63:37:00,10.6–22.3,17.9,12.2,11.8,34.8,34.5
1201+,Al-Farabi Kazakh National University,Kazakhstan,"23,253",5,15%,58:42:00,10.6–22.3,26.8,10,15.3,39.6,70.1
1201+,University of Alicante,Spain,"24,760",16.1,9%,58:42:00,10.6–22.3,20,17.1,23.5,36.9,39.5
1201+,Alzahra University,Iran,"9,738",22.1,1%,100:00:00,10.6–22.3,22.9,12,15.1,36.7,19.5
1201+,Amity University,India,"31,059",14.5,6%,49:51:00,10.6–22.3,19.4,11.6,33.1,36,21.2
1201+,Anadolu University,Turkey,"29,612",22.9,4%,50:50:00,10.6–22.3,23.9,11.8,23.2,38.8,21.3
1201+,"University of the Andes, Venezuela",Venezuela,"25,198",10.7,2%,60:40:00,10.6–22.3,20.5,7.7,11.4,34.8,47.7
1201+,Andhra University,India,"9,048",13.2,6%,49:51:00,10.6–22.3,38,9.8,10.7,38.4,19.6
1201+,Universidad Andrés Bello (UNAB),Chile,"42,408",18.3,2%,54:46:00,10.6–22.3,14.9,8.9,33.1,35,48.1
1201+,Ankara University,Turkey,"68,578",15.8,5%,52:48:00,10.6–22.3,18.5,12.2,20.7,36,26.4
1201+,Annamalai University,India,"16,582",10.9,2%,50:50:00,10.6–22.3,25.1,8.9,14.5,35.8,17.6
1201+,Aoyama Gakuin University,Japan,"19,275",11.8,4%,50:50:00,10.6–22.3,17.5,8.7,14.9,35.4,30.4
