Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
1201–1500,Shiga University of Medical Science,Japan,"1,163",3.2,4%,50:50:00,22.8–28.2,31.5,12.8,32.3,62.7,24.5
1201–1500,Showa University,Japan,"3,668",1.6,0%,62:38:00,22.8–28.2,32.8,10.3,35.5,40.2,19.8
1201–1500,Silesian University of Technology,Poland,"17,424",12,4%,32 : 68,22.8–28.2,21.8,15.6,39.4,31.5,26.6
1201–1500,Université de Skikda,Algeria,"32,675",29.4,0%,71:29:00,22.8–28.2,12.5,7.6,51.3,15.8,40.6
1201–1500,Slovak University of Agriculture in Nitra,Slovakia,"4,550",11.9,5%,54:46:00,22.8–28.2,23.6,12.2,27.4,18.9,48.5
1201–1500,Sohag University,Egypt,"64,200",27.6,0%,56:44:00,22.8–28.2,12.5,9,53.5,18.3,48.8
1201–1500,Soonchunhyang University,South Korea,"10,329",21.4,6%,51:49:00,22.8–28.2,19.8,25.4,33,48.2,35
1201–1500,Soongsil University,South Korea,"15,808",18.6,12%,48:52:00,22.8–28.2,26.7,15,25.1,47.4,35.6
1201–1500,Université Sorbonne Nouvelle,France,"16,357",23.7,26%,77:23:00,22.8–28.2,25.7,15.3,20.8,15.6,70
1201–1500,University of Sousse,Tunisia,"25,887",13.7,2%,68:32:00,22.8–28.2,30.3,10.3,31.4,19.3,40.1
1201–1500,University of South China,China,"28,160",7.4,2%,38 : 62,22.8–28.2,26.8,13.9,27.7,30.6,22.3
1201–1500,Southern Federal University,Russian Federation,"19,181",11.3,11%,54:46:00,22.8–28.2,27.9,14.3,21.4,32.1,40.3
1201–1500,South Valley University,Egypt,"61,914",33,1%,53:47:00,22.8–28.2,16,9.2,53.3,17.7,48.9
1201–1500,Southwest Petroleum University,China,"33,002",15.9,2%,34 : 66,22.8–28.2,17.9,15.1,38.3,53.1,21.8
1201–1500,University of Split,Croatia,"19,354",15.7,2%,58:42:00,22.8–28.2,17.9,13.9,49.1,23.1,36
1201–1500,Sri Venkateswara University,India,"7,276",15,0%,48:52:00,22.8–28.2,36.8,11.3,23.6,20.9,31.5
1201–1500,SRM Institute of Science and Technology,India,"49,683",15.5,2%,30 : 70,22.8–28.2,21.6,11.5,51.6,21.9,26.8
1201–1500,Ştefan cel Mare University of Suceava,Romania,"8,939",22.9,14%,59:41:00,22.8–28.2,15.6,13,49.3,16.8,36.9
1201–1500,St Marianna University School of Medicine,Japan,821,0.8,1%,44:56:00,22.8–28.2,27.6,9.9,44.4,37.3,20.1
1201–1500,St Petersburg Electrotechnical University (LETI),Russian Federation,"8,712",13.6,20%,31 : 69,22.8–28.2,22.6,16.4,22.8,37.6,41.7
1201–1500,Universiti Sultan Zainal Abidin,Malaysia,"12,271",17.7,7%,67:33:00,22.8–28.2,24.1,11.3,38.6,16.5,47
1201–1500,University of Sunderland,United Kingdom,"13,320",16,42%,61:39:00,22.8–28.2,18.2,9.9,40.2,42.1,71.6
1201–1500,Suranaree University of Technology,Thailand,"14,265",26.2,1%,54:46:00,22.8–28.2,21.9,20.9,27.7,54.9,37.9
1201–1500,Universitas Syiah Kuala,Indonesia,"30,701",20.4,0%,62:38:00,22.8–28.2,14,9.4,51.5,19.5,25.8
1201–1500,University of Talca,Chile,"12,510",15.5,0%,48:52:00,22.8–28.2,17.4,13.7,31.5,36.7,52.3
1201–1500,Tamkang University,Taiwan,"23,600",22.5,7%,47:53:00,22.8–28.2,15.3,12.7,34.1,43.6,42.9
1201–1500,University of Tarapacá,Chile,"10,496",31.8,4%,54:46:00,22.8–28.2,12.4,19,45.1,19.4,59
1201–1500,Taras Shevchenko National University of Kyiv,Ukraine,"25,937",10.6,5%,56:44:00,22.8–28.2,30,13.1,20.2,31.4,31.8
1201–1500,Technical University of Cluj-Napoca,Romania,"19,065",20.5,2%,37 : 63,22.8–28.2,17,13.2,39.3,29.5,25
1201–1500,Technical University of Crete,Greece,"6,935",33.2,4%,37 : 63,22.8–28.2,13.1,11.1,50.4,40.6,40.7
1201–1500,Technical University of Košice,Slovakia,"9,573",13.1,23%,27 : 73,22.8–28.2,26.5,17.1,30.2,30,44.8
1201–1500,University of Technology of Compiègne,France,"4,170",15.6,19%,39 : 61,22.8–28.2,26.7,10.9,24.3,48.8,83.8
1201–1500,Universiti Teknikal Malaysia Melaka,Malaysia,"11,730",16.1,6%,38 : 62,22.8–28.2,20.1,11.4,32.6,19.6,44.2
1201–1500,Institut Teknologi Sepuluh Nopember,Indonesia,"20,658",7.1,6%,40 : 60,22.8–28.2,25.3,10.8,25.4,35.4,42.5
1201–1500,University of Texas Rio Grande Valley,United States,"28,703",21.7,2%,61:39:00,22.8–28.2,17.9,8.5,45.1,17.4,46.1
1201–1500,Tezpur University,India,"4,447",15.3,1%,43:57:00,22.8–28.2,31.3,15.3,27.9,33.8,18.4
1201–1500,Thammasat University,Thailand,"30,488",11.4,1%,64:36:00,22.8–28.2,26.3,19.1,25.7,30.1,38.1
1201–1500,Thiagarajar College of Engineering,India,"4,378",18.3,0%,36 : 64,22.8–28.2,18.7,8.9,41.9,20.2,18
1201–1500,Toho University,Japan,"5,424",13.7,0%,53:47:00,22.8–28.2,24.7,15,33.7,57.3,21.5
1201–1500,Tokai University,Japan,"28,334",16,4%,27 : 73,22.8–28.2,18.3,12,36.5,46,30.4
1201–1500,Tokushima University,Japan,"7,482",9.7,2%,35 : 65,22.8–28.2,29.2,24,24.4,81.6,26.4
1201–1500,Tokyo University of Marine Science and Technology,Japan,"2,602",10.4,8%,33 : 67,22.8–28.2,31.3,15.2,19.7,43.1,44.4
1201–1500,Tokyo University of Science,Japan,"17,662",24,4%,25 : 75,22.8–28.2,24,26.1,26.4,74,29.1
1201–1500,Tomas Bata University in Zlín,Czech Republic,"9,642",20.1,11%,56:44:00,22.8–28.2,18.1,21,31.8,26.1,51.3
1201–1500,University of Toyama,Japan,"8,891",10.6,3%,39 : 61,22.8–28.2,27,14.6,29.2,61.9,33.1
1201–1500,Transilvania University of Brașov,Romania,"20,075",20.4,1%,52:48:00,22.8–28.2,15.4,11.5,49.8,18.7,36.9
1201–1500,Tribhuvan University,Nepal,"482,541",30.9,0%,52:48:00,22.8–28.2,11.3,8.2,49.5,15.9,46.7
1201–1500,Tunghai University,Taiwan,"15,201",20.4,10%,55:45:00,22.8–28.2,16.5,14.4,37.8,49.4,46.6
1201–1500,University of Tunis,Tunisia,"17,124",11.4,2%,70:30:00,22.8–28.2,30.9,10.3,23.5,16.6,39.2
1201–1500,Tzu Chi University,Taiwan,"3,050",8.9,8%,60:40:00,22.8–28.2,25.3,26,18.3,65.6,27.1
1201–1500,UNIR – International University of La Rioja,Spain,"35,499",36,37%,62:38:00,22.8–28.2,11.9,13.9,38,15.6,58.6
1201–1500,Unisinos University,Brazil,"12,990",24.3,0%,47:53:00,22.8–28.2,30.1,15.4,22.3,25.2,29.3
1201–1500,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,"16,137",16.6,6%,46:54:00,22.8–28.2,22,13.5,37,18.5,42.1
1201–1500,University of Valladolid,Spain,"21,261",10.7,6%,56:44:00,22.8–28.2,25.1,14.4,37.9,43.8,38.1
1201–1500,Veltech University,India,"9,943",14.4,2%,0.725,22.8–28.2,17.9,9.1,44.4,16,27.7
1201–1500,University of Venda,South Africa,"11,848",29.4,1%,58:42:00,22.8–28.2,20.3,29.2,19.9,16.8,49
1201–1500,"Vietnam National University, Hanoi",Vietnam,"52,005",15.9,1%,63:37:00,22.8–28.2,20.9,11.2,46.8,19.1,48.9
1201–1500,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,"8,369",12.3,11%,34 : 66,22.8–28.2,22,16.3,36,57.8,47.2
1201–1500,"Visvesvaraya National Institute of Technology, Nagpur",India,"4,512",15.3,2%,27 : 73,22.8–28.2,24.5,13.4,41.8,40.4,20.1
1201–1500,V.N. Karazin Kharkiv National University,Ukraine,"17,491",8.3,28%,53:47:00,22.8–28.2,26.4,10.9,8.8,46.6,47.2
1201–1500,Volgograd State University,Russian Federation,"6,577",10.5,5%,43:57:00,22.8–28.2,24,12.9,34.5,15.8,27.9
1201–1500,VSB - Technical University of Ostrava,Czech Republic,"11,390",14.7,13%,33 : 67,22.8–28.2,26.8,19.7,27.8,31,46.9
1201–1500,Vytautas Magnus University,Lithuania,"8,210",11.2,15%,61:39:00,22.8–28.2,22.4,12.3,27.4,20.9,61.9
1201–1500,Walailak University,Thailand,"8,553",13.6,1%,73:27:00,22.8–28.2,20.9,13.3,35.5,16.3,40.7
1201–1500,Warsaw University of Life Sciences – SGGW,Poland,"15,737",13.4,8%,58:42:00,22.8–28.2,19.9,11.8,41.6,23.4,34.2
1201–1500,Warsaw University of Technology,Poland,"23,167",17.1,7%,32 : 68,22.8–28.2,22,19.6,33.3,53.5,31.7
1201–1500,University of West Bohemia,Czech Republic,"11,252",14.8,5%,54:46:00,22.8–28.2,20.5,18,35.2,27.7,32.4
1201–1500,University of Western Macedonia,Greece,"10,959",46.2,2%,51:49:00,22.8–28.2,11.6,17.1,39.3,26.2,27.9
1201–1500,West University of Timişoara,Romania,"15,142",23.9,6%,64:36:00,22.8–28.2,24.3,13.7,40.2,17.4,34.9
1201–1500,Wrocław University of Environmental and Life Sciences,Poland,"7,099",16.7,4%,67:33:00,22.8–28.2,19.1,13.9,34.3,49.8,29.6
1201–1500,Wrocław University of Science and Technology,Poland,"22,772",19.8,4%,35 : 65,22.8–28.2,19.7,17.4,33.1,54.6,29.7
1201–1500,Wuhan Textile University,China,"23,369",15.8,1%,50:50:00,22.8–28.2,15,11,46.2,36.7,23.5
1201–1500,Xiangtan University,China,"33,943",20.6,0%,50:50:00,22.8–28.2,17,15.9,49,33.7,21.8
1201–1500,Xuzhou Medical University,China,"14,112",18.6,3%,n/a,22.8–28.2,15.8,16.3,43.5,26,21.4
1201–1500,Yamagata University,Japan,"8,657",8.8,2%,34 : 66,22.8–28.2,28,15.3,24.8,72.2,32.3
1201–1500,Yamaguchi University,Japan,"10,437",10.9,5%,37 : 63,22.8–28.2,28.5,13.4,21.4,57.3,33.4
1201–1500,University of Yamanashi,Japan,"4,616",6.2,5%,30 : 70,22.8–28.2,27.8,13.1,25.9,45.4,29
1201–1500,Yarmouk University,Jordan,"31,177",28.3,11%,57:43:00,22.8–28.2,19.9,12.9,41.5,20.8,53.1
1201–1500,Yasouj University,Iran,"6,236",25.8,0%,54:46:00,22.8–28.2,14.7,14.5,52.3,20.1,22.4
1201–1500,Yokohama National University,Japan,"9,649",13.4,8%,28 : 72,22.8–28.2,26,22.5,19.1,71.2,36.1
1201–1500,Yuan Ze University,Taiwan,"6,852",23,8%,44:56:00,22.8–28.2,18.5,24.1,32.1,69,42.8
1201–1500,Yuriy Fedkovych Chernivtsi National University,Ukraine,"10,592",10.4,1%,56:44:00,22.8–28.2,22.8,9.9,8.2,17.6,26.3
1201–1500,University of Zambia,Zambia,"20,976",24.6,2%,39 : 61,22.8–28.2,13.2,9.8,45.8,19.9,54.9
1201–1500,University of Zanjan,Iran,"9,611",23.5,0%,53:47:00,22.8–28.2,17.1,12.3,42.6,21.5,27.3
1201–1500,Zanjan University of Medical Sciences,Iran,"5,278",10.9,1%,56:44:00,22.8–28.2,36.4,12.6,35.5,24.2,21.5
1201–1500,Zhejiang Chinese Medical University,China,"18,260",31,5%,66:34:00,22.8–28.2,16.5,16.4,34.5,37.2,23
1201–1500,University of Zimbabwe,Zimbabwe,"25,108",22.5,0%,42:58:00,22.8–28.2,12.9,12.7,37.3,20.9,50.8
1501+,Université 8 Mai 1945 Guelma,Algeria,"18,030",20.9,1%,70:30:00,9.7–22.7,14.7,8.6,25.4,15.9,37
1501+,University Abdelhamid Ibn Badis Mostaganem,Algeria,"24,983",19.5,1%,68:32:00,9.7–22.7,17.7,7.8,8.1,15.7,33.5
1501+,Abdelmalek Essaâdi University,Morocco,"122,962",91.8,1%,52:48:00,9.7–22.7,21.6,9.7,30.1,17.2,29.4
1501+,University of Abou Bekr Belkaïd Tlemcen,Algeria,"42,485",21.3,1%,59:41:00,9.7–22.7,22.7,9,11.6,19.6,35.3
1501+,Acıbadem University,Turkey,"2,547",5.7,3%,73:27:00,9.7–22.7,25.8,12,22.7,24.2,30.3
1501+,Adelphi University,United States,"6,582",11.1,7%,70:30:00,9.7–22.7,24.1,7.7,26.1,16.4,33
1501+,Afe Babalola University,Nigeria,"9,660",10.7,1%,57:43:00,9.7–22.7,23.4,11.6,17.2,24.6,43.6
1501+,Akita University,Japan,"5,002",10.7,4%,35 : 65,9.7–22.7,25.6,13.4,20.8,39.1,26.7
1501+,Aksaray University,Turkey,"19,511",22.2,8%,49:51:00,9.7–22.7,11.6,8.8,23.5,26.8,28
1501+,Alexandru Ioan Cuza University,Romania,"25,443",22.3,8%,56:44:00,9.7–22.7,16.5,12.1,31.6,18.3,40.2
1501+,Altai State University,Russian Federation,"9,271",19,27%,56:44:00,9.7–22.7,20.5,16.5,15.2,25.2,64.4
1501+,Alzahra University,Iran,"10,531",28.4,3%,100:00:00,9.7–22.7,25.4,15.3,24.6,19.6,31
1501+,University of Anbar,Iraq,"26,956",15.5,0%,55:45:00,9.7–22.7,17.7,9.1,39.1,16.9,29.3
1501+,Universitas Andalas,Indonesia,"32,695",22,1%,58:42:00,9.7–22.7,24.7,12.7,16.5,36.1,33.2
1501+,"University of the Andes, Venezuela",Venezuela,"20,302",10.1,2%,61:39:00,9.7–22.7,21.9,8.6,8.8,27.7,50.2
1501+,Andhra University,India,"10,382",14.8,5%,46:54:00,9.7–22.7,38.2,10.4,18.7,26.1,24.1
1501+,Universidad Andrés Bello (UNAB),Chile,"46,249",18.4,2%,53:47:00,9.7–22.7,15.1,10.4,33.5,20.7,50.6
1501+,Ankara University,Turkey,"70,464",27.6,6%,53:47:00,9.7–22.7,18.2,11.6,30.5,36.6,34.4
1501+,Ankara Yildirim Beyazit University,Turkey,"21,060",23.3,12%,54:46:00,9.7–22.7,19.2,12.6,23.1,17.3,35.4
1501+,Annamalai University,India,"18,360",13.6,0%,48:52:00,9.7–22.7,35.5,9.6,20,22.2,20.1
1501+,Antonio Nariño University,Colombia,"13,691",14.1,2%,55:45:00,9.7–22.7,16.6,7.9,33.1,16,51.5
1501+,Aoyama Gakuin University,Japan,"19,692",12.2,3%,49:51:00,9.7–22.7,20,8.9,10.4,22.2,36.2
1501+,Arak University,Iran,"7,506",18.7,5%,58:42:00,9.7–22.7,19.5,11.2,32.7,20.1,26.3
1501+,Universidad Autónoma de Ciudad Juárez,Mexico,"36,463",15,2%,56:44:00,9.7–22.7,15.6,8,10.2,17.5,37.3
1501+,Universidad Autónoma de Coahuila,Mexico,"27,413",29.6,0%,58:42:00,9.7–22.7,21.4,8,12.8,18.1,34.4
1501+,Universidad Autónoma del Estado de Hidalgo,Mexico,"38,732",19.5,0%,58:42:00,9.7–22.7,19.2,9.6,11.1,18.1,26.4
1501+,Universidad Autónoma del Estado de Mexico (UAEMex),Mexico,"66,758",10.6,1%,59:41:00,9.7–22.7,22.2,9.3,7.7,17.4,26.9
1501+,Universidad Autónoma del Estado de Morelos,Mexico,"30,889",17.4,0%,56:44:00,9.7–22.7,17.1,9.1,9.1,28.8,27.4
1501+,Universidad Autónoma de Nuevo León (UANL),Mexico,"132,850",48,0%,47:53:00,9.7–22.7,13.3,9.1,17.1,19.8,33.4
1501+,Universidad Autónoma de Querétaro,Mexico,"25,567",45.2,1%,57:43:00,9.7–22.7,19.1,10.5,19.1,23.7,30
1501+,Universidad Autónoma de Yucatán,Mexico,"19,128",19.6,0%,50:50:00,9.7–22.7,14.9,10,14.6,24.1,33.6
1501+,Autonomous University of Baja California,Mexico,"67,944",21.7,3%,54:46:00,9.7–22.7,13,9,12.6,17,35.7
1501+,Badji Mokhtar University – Annaba,Algeria,"38,030",11.9,2%,63:37:00,9.7–22.7,34.1,16.2,12.5,16.9,35
1501+,University of Baghdad,Iraq,"77,128",13.3,0%,57:43:00,9.7–22.7,25.1,12.6,19.8,28.5,20.2
1501+,Baku State University,Azerbaijan,"23,684",13.2,2%,66:34:00,9.7–22.7,20.1,8.6,13.8,19.7,35.5
1501+,Başkent University,Turkey,"13,970",13.3,3%,49:51:00,9.7–22.7,20,12.2,15.7,29.1,22
1501+,University of Basrah,Iraq,"42,848",11.7,0%,55:45:00,9.7–22.7,23.4,7.8,14.6,16.2,26.1
1501+,University of Batna 2,Algeria,"27,867",23.7,1%,51:49:00,9.7–22.7,17.5,7.9,12.2,15.9,30.4
1501+,University of Béjaïa,Algeria,"40,752",23.7,1%,61:39:00,9.7–22.7,13.8,8.3,14.4,20.9,44.9
1501+,Belgorod State National Research University,Russian Federation,"14,066",15.6,20%,60:40:00,9.7–22.7,23.4,13.7,10.6,34.1,42.3
1501+,Benemérita Universidad Autónoma de Puebla,Mexico,"79,695",45.2,1%,52:48:00,9.7–22.7,15.6,9.5,17.1,19.4,37.7
1501+,University of Benin,Nigeria,"47,837",25.8,0%,49:51:00,9.7–22.7,15.5,5.7,35,16.4,34.7
1501+,Bernardo O’Higgins University,Chile,"9,010",18.6,6%,68:32:00,9.7–22.7,13.9,10.3,10.7,20.9,54
1501+,Bharath Institute of Higher Education and Research,India,"22,563",14,2%,56:44:00,9.7–22.7,21.1,7.3,30.2,21.2,35.9
1501+,Bharati Vidyapeeth University,India,"9,925",7.3,0%,50:50:00,9.7–22.7,24.8,9.4,13.5,30.4,18.8
1501+,Bialystok University of Technology,Poland,"6,471",10.8,3%,36 : 64,9.7–22.7,23,14.9,23.1,20.6,24.3
1501+,Bilecik Şeyh Edebali University,Turkey,"10,386",16.3,13%,40 : 60,9.7–22.7,14.5,9.5,22.8,17.8,32
1501+,University of Bío-Bío,Chile,"12,662",25.5,1%,43:57:00,9.7–22.7,12.9,12.8,13.9,19.1,46.7
1501+,University of Birjand,Iran,"12,245",36.9,4%,53:47:00,9.7–22.7,11.1,9.5,26.7,16.8,26.2
1501+,University of Biskra,Algeria,"30,508",21.5,0%,64:36:00,9.7–22.7,16.3,8.6,19.3,15.9,38.1
1501+,Blida 1 University,Algeria,"29,433",20.4,1%,64:36:00,9.7–22.7,19.6,8.6,14.9,16.7,36.8
1501+,Bolu Abant Izzet Baysal University,Turkey,"23,820",22.1,9%,55:45:00,9.7–22.7,15.6,9.3,29.2,17.4,32.4
1501+,Bozok University,Turkey,"13,417",14.4,5%,51:49:00,9.7–22.7,16.1,9.4,30.3,16.9,28.9
1501+,University of Brawijaya,Indonesia,"55,332",14.4,1%,56:44:00,9.7–22.7,20.5,9.9,17.2,20.4,25.7
1501+,Burapha University,Thailand,"24,431",17.4,2%,66:34:00,9.7–22.7,16,9.8,10.3,20.9,27.6
1501+,Bursa Technical University,Turkey,"8,696",18.5,8%,48:52:00,9.7–22.7,13.7,9.4,30.4,18.5,29.7
1501+,Bursa Uludağ University,Turkey,"41,901",24.2,10%,50:50:00,9.7–22.7,18.8,10.4,20,31,32.3
1501+,University of Caldas,Colombia,"27,456",58.2,0%,49:51:00,9.7–22.7,10.1,11,9,53.2,32.2
1501+,Çankırı Karatekin University,Turkey,"10,567",19.9,20%,53:47:00,9.7–22.7,12.5,9.5,22.7,15.6,41
1501+,Catholic University of Brasília,Brazil,"10,064",22.6,0%,53:47:00,9.7–22.7,15.4,10.5,11.7,19,35.7
1501+,Catholic University of the North,Chile,"11,528",20.3,3%,46:54:00,9.7–22.7,14.2,15.2,29,18.2,58
1501+,Universidad Católica del Maule,Chile,"10,891",21.1,3%,58:42:00,9.7–22.7,13.4,13.4,19.3,15.8,57.5
1501+,Universidad Católica de la Santísima Concepción,Chile,"9,879",22.9,0%,56:44:00,9.7–22.7,13.2,14.9,22.9,16.9,48.9
1501+,University of Caxias do Sul,Brazil,"15,054",30.4,0%,53:47:00,9.7–22.7,15.9,9.4,11.8,22.3,21.6
1501+,Ceará State University,Brazil,"16,305",14.7,0%,54:46:00,9.7–22.7,21.1,11.4,8.9,17.9,20.2
1501+,Manisa Celal Bayar University,Turkey,"28,224",17.9,3%,48:52:00,9.7–22.7,14.9,5.2,21.6,16.7,22
1501+,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,"18,816",21,0%,38 : 62,9.7–22.7,12.4,9.7,18.2,16.7,30.6
1501+,CES University,Colombia,"6,612",13.6,3%,69:31:00,9.7–22.7,19.2,9.1,5.8,16.4,37.1
1501+,Chaoyang University of Technology,Taiwan,"14,432",37.5,5%,55:45:00,9.7–22.7,14.1,18.2,28.2,47,38.9
1501+,College of Charleston,United States,"9,986",16.3,1%,68:32:00,9.7–22.7,17.4,7.9,30.4,23.2,29.8
1501+,Chelyabinsk State University,Russian Federation,"11,226",24.3,2%,62:38:00,9.7–22.7,12.3,10.7,10.7,17,25.9
1501+,Chiba Institute of Technology,Japan,"9,979",24.4,2%,0.684027778,9.7–22.7,14.8,8.8,13,26.1,20.9
1501+,Chinese Culture University,Taiwan,"23,152",23.5,6%,50:50:00,9.7–22.7,13.9,10,16.8,26.1,29.8
1501+,Université Chouaïb Doukkali,Morocco,"23,437",34.5,2%,58:42:00,9.7–22.7,13.4,10.8,28.8,18.9,26.7
1501+,Chubu University,Japan,"8,929",17.1,2%,27 : 73,9.7–22.7,17.1,11.9,15.9,33.4,34.1
1501+,Chuo University,Japan,"26,161",35.6,4%,38 : 62,9.7–22.7,18.7,12.7,15.5,27.2,30.4
1501+,University of Colima,Mexico,"14,288",9.3,0%,55:45:00,9.7–22.7,21.6,8,12.4,20,31.6
1501+,Comillas Pontifical University,Spain,"9,765",21,7%,55:45:00,9.7–22.7,18.3,15.7,26.3,31.4,44.2
1501+,Communication University of China,China,"17,316",15.3,3%,70:30:00,9.7–22.7,27.5,17.3,15.5,37.6,23.4
1501+,Cracow University of Technology,Poland,"13,510",12.2,5%,36 : 64,9.7–22.7,21.2,10.7,30.4,28.2,27.3
1501+,University of Craiova,Romania,"16,907",20.9,4%,50:50:00,9.7–22.7,18.3,11.5,25.2,18.4,24
1501+,Damghan University,Iran,"4,709",15.9,0%,69:31:00,9.7–22.7,17.7,11.4,27,17.9,27.9
1501+,University of Dar es Salaam,Tanzania,"36,666",21.1,0%,47:53:00,9.7–22.7,14.4,10.3,28.2,21.7,49.5
1501+,De La Salle University,Philippines,"14,905",14.5,3%,50:50:00,9.7–22.7,19.6,12.8,31.3,17.4,29.3
1501+,University for Development Studies,Ghana,"16,714",27.4,0%,43:57:00,9.7–22.7,11.1,9.9,31.1,18.9,51.5
1501+,Dicle University,Turkey,"32,454",17.5,4%,45:55:00,9.7–22.7,30.3,16.9,12.7,53,21.9
1501+,Diponegoro University,Indonesia,"35,688",18,2%,56:44:00,9.7–22.7,27.1,15.4,19.1,42.9,35.1
1501+,Dokkyo Medical University,Japan,"1,314",1.2,1%,53:47:00,9.7–22.7,26.7,10.3,22,37.9,19.1
1501+,Doshisha University,Japan,"27,624",18.6,4%,42:58:00,9.7–22.7,17.9,10.9,11.1,30.7,35.5
1501+,Dumlupinar University,Turkey,"44,749",44.4,19%,40 : 60,9.7–22.7,10.9,7.8,23.3,19.8,38.5
1501+,Dunarea de Jos University of Galati,Romania,"12,481",16,22%,58:42:00,9.7–22.7,19.8,9.2,17.5,16.4,46.1
1501+,EAFIT University,Colombia,"11,298",18.8,1%,44:56:00,9.7–22.7,17,11,16.5,16.5,44.7
1501+,El Bosque University,Colombia,"12,702",6.8,2%,62:38:00,9.7–22.7,23.7,9.3,20,16.9,46.6
1501+,Erzincan Binali Yıldırım University,Turkey,"24,096",21.9,4%,49:51:00,9.7–22.7,12,8.7,37.6,16.6,23.7
1501+,Escuela Politécnica Nacional,Ecuador,"7,458",13.2,1%,28 : 72,9.7–22.7,18.2,9.4,29,18.6,52.1
1501+,Eskişehir Osmangazi University,Turkey,"30,301",17.5,7%,45:55:00,9.7–22.7,21.5,16.6,20.5,19.2,27
1501+,Universidade do Estado de Santa Catarina,Brazil,"12,417",11.5,1%,54:46:00,9.7–22.7,26.5,11,15.7,17,21.2
1501+,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,"7,105",22.8,0%,61:39:00,9.7–22.7,21.1,10.9,21.6,22.3,34.5
1501+,Universidade Estadual de Maringá,Brazil,"18,706",12.2,0%,53:47:00,9.7–22.7,28.9,13.8,20.2,21.2,22
1501+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,"12,529",9.9,0%,60:40:00,9.7–22.7,27.6,9.8,7.4,17.2,20.4
1501+,"Federal University of Agriculture, Abeokuta",Nigeria,"17,433",26.5,0%,52:48:00,9.7–22.7,15.6,8,24.5,17,31.4
1501+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,"4,183",11.6,1%,70:30:00,9.7–22.7,21.2,12.8,25.1,21.2,26.1
1501+,Federal University of Itajubá,Brazil,"8,608",17.3,1%,30 : 70,9.7–22.7,17.7,9.6,21.3,20.5,28
1501+,Universidade Federal de Juiz de Fora,Brazil,"26,483",16.6,0%,50:50:00,9.7–22.7,18.5,12.1,27.5,18.6,29.8
1501+,Universidade Federal do Maranhão (UFMA),Brazil,"37,016",19.2,0%,51:49:00,9.7–22.7,15.2,10.3,14.5,18.7,23.2
1501+,Federal University of Mato Grosso do Sul,Brazil,"26,725",15,1%,55:45:00,9.7–22.7,21.4,11.7,22.3,33,28.9
1501+,Universidade Federal de Ouro Preto (UFOP),Brazil,"14,799",16.3,1%,49:51:00,9.7–22.7,22.1,12,20.7,25.5,24.7
1501+,Federal University of Pará,Brazil,"46,837",17.7,0%,52:48:00,9.7–22.7,22.6,11.7,21.3,21.7,26.8
1501+,Federal Rural University of Pernambuco,Brazil,"14,347",12.3,0%,49:51:00,9.7–22.7,25,11,19.1,20,23.4
1501+,Universidade Federal Rural do Semi-Arido,Brazil,"8,687",12.4,0%,49:51:00,9.7–22.7,19.1,9,5.7,16.6,18.3
1501+,Universidade Federal de Sergipe,Brazil,"26,133",16,0%,52:48:00,9.7–22.7,17,10.4,36.4,18.1,28.1
1501+,Fluminense Federal University,Brazil,"70,629",20.8,1%,47:53:00,9.7–22.7,21,13.1,27.8,22.5,30.8
1501+,University of Fortaleza (UNIFOR),Brazil,"21,048",20.3,0%,51:49:00,9.7–22.7,14.3,9.4,33.6,16.9,37.8
1501+,Université Frères Mentouri Constantine 1,Algeria,"32,394",16.2,1%,65:35:00,9.7–22.7,20.2,8.1,13.5,18.2,38.3
1501+,Universidad de las Fuerzas Armadas – ESPE,Ecuador,"19,314",14.5,1%,39 : 61,9.7–22.7,15.9,8.6,11.6,16.3,40.6
1501+,University of Fukui,Japan,"4,803",7.6,2%,27 : 73,9.7–22.7,26,12.4,16.4,37.9,26.5
1501+,Fukuoka University,Japan,"19,536",8.7,1%,40 : 60,9.7–22.7,23.5,9.7,17.9,37.1,24.4
1501+,Université de Gabès,Tunisia,"12,714",12.4,1%,74:26:00,9.7–22.7,20.8,9.4,28.9,16.7,42.8
1501+,Gaziantep University,Turkey,"31,977",38.1,12%,47:53:00,9.7–22.7,15.6,10.8,33,20.1,39.5
1501+,Georgian Technical University,Georgia,"19,873",15,2%,0.110416667,9.7–22.7,32.4,9.3,22.2,16.1,40.8
1501+,German University in Cairo,Egypt,"12,332",12.8,2%,43:57:00,9.7–22.7,18.6,8.7,34,16.8,48.6
1501+,Gheorghe Asachi Technical University of Iaşi,Romania,"13,357",20.8,9%,29 : 71,9.7–22.7,15.9,9.6,23.2,26.2,32.1
1501+,GITAM University,India,"23,730",13.9,1%,37 : 63,9.7–22.7,19.6,9.3,20.8,19,25.2
1501+,Goa University,India,"2,820",11.8,3%,65:35:00,9.7–22.7,32.1,12.4,23,18.6,24.1
