Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
401–500,Polytechnic University of Bari,Italy,"6,122",24.4,1%,33 : 67,38.8–42.3,17.3,22.1,84.1,37.1,30.9
401–500,Pontifical Javeriana University,Colombia,"30,048",15.4,1%,55:45:00,38.8–42.3,15.3,8.9,98.6,34.8,44.6
401–500,University of Porto,Portugal,"32,020",18.7,15%,55:45:00,38.8–42.3,27.4,27.9,62.1,38.7,53.9
401–500,University of Portsmouth,United Kingdom,"20,185",15.4,26%,45:55:00,38.8–42.3,17.8,16.2,71,34.9,87.7
401–500,Qatar University,Qatar,"15,585",17.3,38%,76:24:00,38.8–42.3,19.6,27.2,64.7,49.3,99.6
401–500,Quaid-i-Azam University,Pakistan,"14,694",24.8,1%,57:43:00,38.8–42.3,20.5,18.6,81.5,34.4,45.5
401–500,Rensselaer Polytechnic Institute,United States,"7,798",15.6,20%,32 : 68,38.8–42.3,30,28.7,58.9,67,52.1
401–500,Royal Veterinary College,United Kingdom,"2,065",10.9,19%,78:22:00,38.8–42.3,27.2,18.3,69.1,43.5,86.6
401–500,Sabancı University,Turkey,"3,605",21.5,9%,37 : 63,38.8–42.3,27.8,35.3,55.8,65.4,52
401–500,University of St Gallen,Switzerland,"7,579",11.8,34%,35 : 65,38.8–42.3,30.6,19.6,59,43.4,95.7
401–500,University of Saskatchewan,Canada,"17,194",17.7,20%,56:44:00,38.8–42.3,35.9,26.9,48.1,59.2,72.6
401–500,Sciences Po,France,"11,915",45.1,34%,60:40:00,38.8–42.3,29.8,27,56.8,38.2,76
401–500,Sejong University,South Korea,"12,119",17,10%,47:53:00,38.8–42.3,23.4,20.8,75.4,40,42.6
401–500,Semmelweis University,Hungary,"10,996",9.8,31%,68:32:00,38.8–42.3,26.2,12.3,74,36.2,75
401–500,University of Siena,Italy,"12,636",14.8,8%,59:41:00,38.8–42.3,37.9,21.6,67.6,37.5,43.1
401–500,SOAS University of London,United Kingdom,"5,195",12.1,53%,65:35:00,38.8–42.3,41.9,37.7,31.2,34.4,79.5
401–500,University of South Carolina-Columbia,United States,"32,291",16.2,5%,55:45:00,38.8–42.3,33.2,25.5,63.7,36.2,43.2
401–500,University of Strasbourg,France,"46,898",18.8,20%,58:42:00,38.8–42.3,28.7,21.1,62.3,37.7,71.9
401–500,University of Strathclyde,United Kingdom,"18,515",19,27%,50:50:00,38.8–42.3,28.3,31.6,51.9,43.6,86.2
401–500,Technion Israel Institute of Technology,Israel,"14,703",21.8,5%,36 : 64,38.8–42.3,32.4,31.5,56.8,36.5,63.7
401–500,Teikyo University,Japan,"22,873",16.7,2%,34 : 66,38.8–42.3,14.8,10.8,95.9,36.5,19.2
401–500,The University of Texas at San Antonio,United States,"24,435",24.5,4%,51:49:00,38.8–42.3,18.1,21.1,78,36.2,36.4
401–500,Tokyo Medical and Dental University (TMDU),Japan,"2,999",3.3,9%,49:51:00,38.8–42.3,45.2,24.2,58.1,63.1,27.1
401–500,Tongji University,China,"35,690",13.1,13%,45:55:00,38.8–42.3,35.5,43.6,34.6,98.2,56
401–500,University of Trieste,Italy,"15,933",23.5,8%,55:45:00,38.8–42.3,30.1,22.7,66.9,37.7,47.8
401–500,University of Tsukuba,Japan,"16,844",13.6,21%,39 : 61,38.8–42.3,43.3,37.2,34.4,44.6,44.3
401–500,The University of Tulsa,United States,"5,067",12.4,16%,45:55:00,38.8–42.3,33.5,16.2,68.9,50.5,39.6
401–500,University of Turin,Italy,"55,957",29.6,8%,61:39:00,38.8–42.3,22.6,27.3,75.3,45.4,44.3
401–500,UiT The Arctic University of Norway,Norway,"16,475",13,10%,59:41:00,38.8–42.3,21.5,18,80,36,64.5
401–500,University of Urbino Carlo Bo,Italy,"14,278",39.6,6%,61:39:00,38.8–42.3,17.1,14.6,88.4,37.4,49.8
401–500,University of Valencia,Spain,"50,311",14.9,12%,62:38:00,38.8–42.3,24.6,20.8,70.8,37,47
401–500,Verona University,Italy,"19,873",27.5,5%,64:36:00,38.8–42.3,31.5,20.3,63.7,42.4,41.2
401–500,University of Victoria,Canada,"21,169",25.7,20%,55:45:00,38.8–42.3,23.6,15.9,70.1,44.9,87.2
401–500,Yasouj University,Iran,"6,332",27.5,0%,46:54:00,38.8–42.3,15.1,15.5,91.8,35.7,15.6
401–500,York University,Canada,"46,683",35.4,24%,57:43:00,38.8–42.3,28.2,37.6,50.7,45.4,75
501–600,University of Alabama in Huntsville,United States,"6,729",16.3,8%,43:57:00,35.3–38.7,22.2,22.4,58.1,68.4,44.9
501–600,Amirkabir University of Technology,Iran,"11,580",21.6,2%,35 : 65,35.3–38.7,34.2,31.8,43.2,76.5,21.9
501–600,University of L’Aquila,Italy,"18,867",55.3,4%,57:43:00,35.3–38.7,30.8,18.7,65.4,41.4,32.3
501–600,Aston University,United Kingdom,"11,115",21.2,26%,48:52:00,35.3–38.7,21,24.2,55.1,37.1,92.4
501–600,Universidad Autónoma de Chile,Chile,"23,312",26.2,1%,65:35:00,35.3–38.7,12.3,8.9,81.6,34.4,50.7
501–600,Bar-Ilan University,Israel,"16,723",17.5,5%,60:40:00,35.3–38.7,29.9,36.5,44.2,46.6,52.9
501–600,Beihang University,China,"29,952",13.7,6%,n/a,35.3–38.7,30.4,34.2,38.1,98.2,28.7
501–600,Bilkent University,Turkey,"10,374",14.5,9%,46:54:00,35.3–38.7,24.5,24.7,53.1,55.1,62.8
501–600,Université Bourgogne Franche-Comté (UBFC),France,"59,858",32.9,11%,53:47:00,35.3–38.7,23.2,13.8,71.1,38.6,52.3
501–600,University of Brescia,Italy,"14,206",27.2,7%,46:54:00,35.3–38.7,15.4,17,71.2,38.1,43.1
501–600,University of Campinas,Brazil,"28,795",15.1,3%,47:53:00,35.3–38.7,44.6,38,34.8,44.8,30.6
501–600,Carleton University,Canada,"27,570",29.7,21%,48:52:00,35.3–38.7,20.2,27.2,57.1,36.1,69
501–600,University of Catania,Italy,"25,392",20.4,2%,57:43:00,35.3–38.7,33.1,17.7,67.6,36.9,29.8
501–600,Università Cattolica del Sacro Cuore,Italy,"28,725",21.6,7%,65:35:00,35.3–38.7,18.4,20.9,72.6,44.8,45.3
501–600,CentraleSupélec,France,"4,226",10.2,29%,0.970833333,35.3–38.7,29.4,21.1,48.9,60.9,81.8
501–600,Charles Darwin University,Australia,"6,314",22.8,32%,66:34:00,35.3–38.7,19.9,24.3,51.4,45.2,81.1
501–600,Institute of Chemical Technology,India,"2,146",18.2,0%,34 : 66,35.3–38.7,38.3,24.1,47.1,77.4,14.4
501–600,"China Medical University, Taiwan",Taiwan,"7,603",16.5,8%,54:46:00,35.3–38.7,25.8,32.4,45.9,87.7,31.4
501–600,Chung-Ang University,South Korea,"16,681",22.1,18%,n/a,35.3–38.7,37.9,37,25.2,64.6,49.7
501–600,Claude Bernard University Lyon 1,France,"26,875",12.7,13%,53:47:00,35.3–38.7,26,24,58,38.6,56.7
501–600,Complutense University of Madrid,Spain,"62,624",19.7,13%,61:39:00,35.3–38.7,35.4,28.9,47.2,36.1,44
501–600,East China Normal University,China,"25,747",11.5,17%,65:35:00,35.3–38.7,30.5,23.5,50.5,50.6,58.4
501–600,Florida International University,United States,"34,203",23.8,8%,57:43:00,35.3–38.7,30.4,22.6,62.3,38,39.7
501–600,University of Graz,Austria,"20,312",21.9,13%,65:35:00,35.3–38.7,22.9,18.3,56.1,35.8,76
501–600,Graz University of Technology,Austria,"6,370",10,20%,1.011805556,35.3–38.7,30.5,17.5,50.1,71.5,78.2
501–600,University of Greifswald,Germany,"10,247",21.1,7%,56:44:00,35.3–38.7,30,22.4,60.2,39.1,47
501–600,University of Guelph,Canada,"22,165",29.1,9%,59:41:00,35.3–38.7,26.2,29.4,47.4,48.6,57.7
501–600,Hacettepe University,Turkey,"47,035",22,4%,56:44:00,35.3–38.7,28.4,13.1,70.5,37.5,25
501–600,University of Haifa,Israel,"16,164",21,2%,66:34:00,35.3–38.7,26.7,31.9,52.8,36.3,35.9
501–600,Hamburg University of Technology,Germany,"5,216",35.2,19%,27 : 73,35.3–38.7,36.2,23.9,42.5,79.1,52.7
501–600,University of Hull,United Kingdom,"14,045",18.2,19%,53:47:00,35.3–38.7,22.3,23,56.1,36.3,76.5
501–600,University of Ibadan,Nigeria,"26,648",16.4,1%,48:52:00,35.3–38.7,23.4,12.1,77.6,41.4,37.1
501–600,University of Idaho,United States,"9,694",17,8%,48:52:00,35.3–38.7,33.3,21.1,53.4,36.2,45.9
501–600,Indian Institute of Technology Gandhinagar,India,"1,222",11.2,0%,0.970833333,35.3–38.7,21.1,11.5,76,45.1,28
501–600,Indian Institute of Technology Roorkee,India,"7,561",16.4,2%,0.725,35.3–38.7,38.9,28.2,46.6,72.5,16.5
501–600,University of Insubria,Italy,"7,646",22.1,6%,55:45:00,35.3–38.7,18.5,19.5,72.1,36.6,40.2
501–600,University of Jyväskylä,Finland,"10,200",15,5%,61:39:00,35.3–38.7,26.7,30.8,54.3,35.8,50.7
501–600,Kansai Medical University,Japan,841,1.1,3%,38 : 62,35.3–38.7,32.3,8.7,70,35.6,17.7
501–600,University of Kashan,Iran,"8,438",27.4,3%,53:47:00,35.3–38.7,19.6,18.2,75.2,35.6,18.7
501–600,Keele University,United Kingdom,"9,005",15,19%,56:44:00,35.3–38.7,20.3,22.4,64.1,35.5,73.8
501–600,King Fahd University of Petroleum and Minerals,Saudi Arabia,"6,882",6.8,13%,0.069444444,35.3–38.7,27.2,15.9,51.7,64.4,78.7
501–600,King Saud University,Saudi Arabia,"38,971",10.4,10%,59:41:00,35.3–38.7,24.6,25.8,49.6,83.4,80.3
501–600,King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,"11,708",6.9,1%,52:48:00,35.3–38.7,29.9,7.7,67.1,35.8,68.5
501–600,Koç University,Turkey,"5,381",15.6,6%,51:49:00,35.3–38.7,26.9,34.4,49.2,60.2,49.7
501–600,Lappeenranta-Lahti University of Technology LUT,Finland,"3,851",28.2,19%,31 : 69,35.3–38.7,28.3,30.1,43.1,53.8,61.5
501–600,University of Limerick,Ireland,"14,221",21.7,17%,48:52:00,35.3–38.7,20.1,23.5,54.6,39.2,83.7
501–600,Lincoln University,New Zealand,"2,476",13.5,39%,49:51:00,35.3–38.7,24.4,19.9,47.9,51.5,94.2
501–600,University of Lisbon,Portugal,"47,886",17.7,12%,52:48:00,35.3–38.7,25.2,29.8,52.7,39.2,53.8
501–600,Louisiana State University,United States,"29,169",20.7,6%,52:48:00,35.3–38.7,34.5,26.3,55.3,35.4,35.5
501–600,Marche Polytechnic University,Italy,"10,603",20.7,4%,48:52:00,35.3–38.7,22.1,18.9,65.8,40.8,31.2
501–600,Mashhad University of Medical Sciences,Iran,"9,134",10.6,3%,60:40:00,35.3–38.7,28.1,12.3,73,34.5,19.9
501–600,Massey University,New Zealand,"18,653",16.2,31%,62:38:00,35.3–38.7,22.9,18.9,49.1,41.5,92.8
501–600,Memorial University of Newfoundland,Canada,"15,127",13.7,18%,57:43:00,35.3–38.7,20.5,19.9,57.7,61,74.1
501–600,Missouri University of Science and Technology,United States,"8,084",22.2,14%,1.011805556,35.3–38.7,24.2,24.6,59.2,52.9,66
501–600,National and Kapodistrian University of Athens,Greece,"57,697",28.4,10%,62:38:00,35.3–38.7,21.8,15,72.9,55.4,52
501–600,National Chiao Tung University,Taiwan,"12,017",16.7,12%,30 : 70,35.3–38.7,35.8,43.3,25.6,87,35.9
501–600,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,"8,340",19.5,15%,30 : 70,35.3–38.7,29.7,41.8,39.5,62.2,40
501–600,National Yang-Ming University,Taiwan,"4,258",5.1,2%,48:52:00,35.3–38.7,38.7,18.8,60,38.1,21.5
501–600,University of Nebraska Medical Center,United States,"3,041",2.3,7%,68:32:00,35.3–38.7,35.8,12.1,57.5,38.1,43.5
501–600,University of Neuchâtel,Switzerland,"4,284",12.8,22%,60:40:00,35.3–38.7,23.7,29.3,48.3,37.2,90.4
501–600,New Jersey Institute of Technology,United States,"9,279",15.1,17%,25 : 75,35.3–38.7,21.3,19.2,58.2,36.7,76.8
501–600,Northern Arizona University,United States,"29,684",28.1,5%,60:40:00,35.3–38.7,20.2,14.7,82.3,35.1,31.5
501–600,North-West University,South Africa,"36,749",29.9,4%,62:38:00,35.3–38.7,20.1,17.1,69.9,41.1,43.3
501–600,Norwegian University of Life Sciences,Norway,"5,790",6.9,21%,59:41:00,35.3–38.7,26.5,10.5,66.2,39.9,78.4
501–600,Novosibirsk State University,Russian Federation,"7,123",6.2,20%,n/a,35.3–38.7,42.8,31.9,30.3,35.7,43.8
501–600,The Open University,United Kingdom,"61,915",32.3,8%,62:38:00,35.3–38.7,18.2,16.1,66.5,34.8,57
501–600,Open University of Catalonia,Spain,"22,962",84.5,2%,56:44:00,35.3–38.7,16.5,14.2,74.2,35.8,40.2
501–600,Universidad Peruana Cayetano Heredia,Peru,"6,236",10.6,0%,66:34:00,35.3–38.7,17,11.3,83.1,34.7,46.4
501–600,Peter the Great St Petersburg Polytechnic University,Russian Federation,"18,251",9,28%,39 : 61,35.3–38.7,26.2,15.9,61.8,71.2,52.6
501–600,University of Plymouth,United Kingdom,"17,665",17.2,15%,55:45:00,35.3–38.7,20.3,19.3,67.5,35,70.3
501–600,Polytechnic University of Turin,Italy,"31,425",35.8,13%,28 : 72,35.3–38.7,26.2,25.4,55.3,50.8,46.5
501–600,Pontificia Universidad Católica de Chile,Chile,"28,541",15,7%,n/a,35.3–38.7,24.2,28.3,48.6,64.5,57.1
501–600,Renmin University of China,China,"25,590",12.5,6%,n/a,35.3–38.7,42.5,21.2,47.4,43.9,42.5
501–600,University of Rhode Island,United States,"16,569",19.3,3%,57:43:00,35.3–38.7,23.9,17.7,66,34.4,35.4
501–600,University of Rome II – Tor Vergata,Italy,"34,965",19.9,11%,52:48:00,35.3–38.7,23.2,17.8,67.1,37.2,51.3
501–600,University of Rome III,Italy,"31,696",50.1,5%,59:41:00,35.3–38.7,23.4,22.7,61.2,40.4,41.4
501–600,Rovira i Virgili University,Spain,"12,411",12.3,11%,59:41:00,35.3–38.7,23.7,21,67.6,36.6,51.1
501–600,San Diego State University,United States,"30,799",30.5,8%,55:45:00,35.3–38.7,23.7,24.4,62,35.1,33.9
501–600,Sharif University of Technology,Iran,"9,260",19.8,2%,26 : 74,35.3–38.7,28.9,36.7,41,99.8,23.7
501–600,Shenzhen University,China,"35,171",15.5,1%,48:52:00,35.3–38.7,22.3,22.8,70.4,51.4,34.9
501–600,University of Siegen,Germany,"19,268",42.3,12%,50:50:00,35.3–38.7,21.3,25.3,57.1,40.2,54.4
501–600,"Soochow University, China",China,"44,835",16.4,7%,54:46:00,35.3–38.7,23.4,20.8,68.2,37.5,28.3
501–600,South China University of Technology,China,"41,139",13.9,5%,38 : 62,35.3–38.7,24,29.1,61.2,85.4,30.8
501–600,Southeast University,China,"32,951",11.6,5%,40 : 60,35.3–38.7,29.6,33.4,42.7,97.3,26.9
501–600,Suez Canal University,Egypt,"35,363",10.8,1%,58:42:00,35.3–38.7,19.9,8.7,82.6,37.9,46
501–600,SUNY Binghamton University,United States,"17,848",23.3,14%,49:51:00,35.3–38.7,22.8,21.9,62,36.8,42.7
501–600,Tehran University of Medical Sciences,Iran,"12,511",6.9,7%,58:42:00,35.3–38.7,44.5,16,48,59.3,22.8
501–600,Tianjin University,China,"34,780",14,6%,n/a,35.3–38.7,32.7,35.7,38.8,97.9,26.5
501–600,Tomsk State University,Russian Federation,"7,655",11.9,29%,n/a,35.3–38.7,41,33.7,23.4,53,71.6
501–600,Universiti Tunku Abdul Rahman (UTAR),Malaysia,"18,763",16.1,2%,52:48:00,35.3–38.7,14.8,12.2,81.4,38,30.3
501–600,University of Udine,Italy,"11,793",17.8,7%,53:47:00,35.3–38.7,26.2,16.1,68.7,38,41.5
501–600,Victoria University of Wellington,New Zealand,"17,442",18.9,21%,56:44:00,35.3–38.7,23,31.8,45.5,57.2,88.7
501–600,University of Waikato,New Zealand,"9,892",18.1,19%,58:42:00,35.3–38.7,20.8,26.3,48.8,43.4,86.2
501–600,The University of the West Indies,Jamaica,"23,305",22.2,1%,71:29:00,35.3–38.7,17.8,11.1,73.4,38.9,57.2
501–600,University of the West of Scotland,United Kingdom,"11,730",22.3,21%,59:41:00,35.3–38.7,13.9,13.9,76.8,35,74.6
501–600,University of Wisconsin-Milwaukee,United States,"20,874",19.3,6%,53:47:00,35.3–38.7,21.7,22.7,66.9,36.2,33.2
501–600,University of Wuppertal,Germany,"23,343",55.8,11%,52:48:00,35.3–38.7,25,17.9,60.2,44.5,51.2
501–600,Xiamen University,China,"40,841",14.6,4%,47:53:00,35.3–38.7,27.3,22.9,57.1,53.3,31.5
501–600,Xi’an Jiaotong University,China,"36,557",12.5,6%,32 : 68,35.3–38.7,35.1,30.7,41.3,61.4,39.1
501–600,Yokohama City University,Japan,"4,910",4.5,2%,56:44:00,35.3–38.7,25.9,8.5,86.2,40.3,20.3
601–800,Åbo Akademi University,Finland,"5,295",17.5,16%,n/a,28.3–35.2,22.6,29.2,33.1,38.5,66.9
601–800,The University of Aizu,Japan,"1,165",10.8,5%,0.520138889,28.3–35.2,20.8,12.5,41.7,36,68.3
601–800,University of Alcalá,Spain,"17,793",12.9,18%,56:44:00,28.3–35.2,18.5,15.7,43.2,42.5,59
601–800,Amedeo Avogadro University of Eastern Piedmont,Italy,"13,447",36.1,6%,62:38:00,28.3–35.2,14.7,18.9,66.2,35.1,41.8
601–800,Amrita Vishwa Vidyapeetham,India,"14,689",11.9,12%,n/a,28.3–35.2,26.1,17,47.7,82.5,46.2
601–800,"University of the Andes, Colombia",Colombia,"15,521",13.2,2%,44:56:00,28.3–35.2,21.1,15.9,45,37.4,55.7
601–800,Aristotle University of Thessaloniki,Greece,"46,505",26.8,5%,58:42:00,28.3–35.2,19.2,16.8,64.3,41.3,41.2
601–800,University of Arkansas,United States,"24,754",19.8,5%,52:48:00,28.3–35.2,26.9,23,37,39.4,30.9
601–800,Auburn University,United States,"26,641",18.8,9%,51:49:00,28.3–35.2,32.7,21.1,43.3,40.2,43.8
601–800,University of Aveiro,Portugal,"9,774",16.5,12%,51:49:00,28.3–35.2,24.7,25.5,40.7,41.4,52.5
601–800,University of the Balearic Islands,Spain,"11,277",12.8,7%,59:41:00,28.3–35.2,20.3,13.6,59.1,34.7,46.7
601–800,Banaras Hindu University,India,"14,953",11.3,3%,0.479166667,28.3–35.2,30.8,16.4,46.7,34.6,17.7
601–800,University of the Basque Country,Spain,"42,485",14.8,4%,53:47:00,28.3–35.2,22,17.1,47.3,37.1,41.5
601–800,Baylor University,United States,"17,078",16.2,6%,57:43:00,28.3–35.2,32.1,18.2,53.9,35.3,33.2
601–800,Beijing Institute of Technology,China,"30,608",13.3,8%,35 : 65,28.3–35.2,30.6,32.1,32.7,98.1,24.3
601–800,University of Beira Interior,Portugal,"7,022",15.7,14%,52:48:00,28.3–35.2,17.9,16.5,48.7,34.7,52.7
601–800,Beni-Suef University,Egypt,"67,981",25.3,1%,46:54:00,28.3–35.2,14.7,7.4,60.8,34.4,45.9
601–800,University of Bergamo,Italy,"19,022",57,7%,61:39:00,28.3–35.2,19.5,21,59.3,40.9,36.6
601–800,Boğaziçi University,Turkey,"13,202",23.2,3%,46:54:00,28.3–35.2,23.2,21.2,49.4,50.8,41.8
601–800,University of Brighton,United Kingdom,"17,155",18,21%,59:41:00,28.3–35.2,17.1,14.2,43.4,35.1,75.6
601–800,Ca’ Foscari University of Venice,Italy,"15,636",27.7,10%,65:35:00,28.3–35.2,25.1,25.7,36.5,37.1,53.9
601–800,Cairo University,Egypt,"223,275",40.6,2%,48:52:00,28.3–35.2,21.8,13.7,51.5,35.4,35.3
601–800,University of Calabria,Italy,"27,403",33,2%,57:43:00,28.3–35.2,17.6,17.5,59.8,87.9,38.3
601–800,University of Central Florida,United States,"56,228",35.3,4%,56:44:00,28.3–35.2,26.5,28.7,49.7,42.6,32.9
601–800,Central Queensland University,Australia,"14,701",20.8,31%,55:45:00,28.3–35.2,16.9,12.9,50.2,36.4,60.4
601–800,Chemnitz University of Technology,Germany,"10,473",45.7,24%,43:57:00,28.3–35.2,33,26.5,26.8,67.8,53.6
601–800,China Agricultural University,China,"19,586",11.6,1%,58:42:00,28.3–35.2,34.9,26.2,40.7,52.2,22
601–800,"China University of Petroleum, Beijing",China,"15,150",18.7,4%,n/a,28.3–35.2,24,26.1,39.2,88,21.7
601–800,Clemson University,United States,"21,436",17,7%,47:53:00,28.3–35.2,25,21.2,43,40.1,39.2
601–800,University of Clermont Auvergne,France,"34,644",18.8,13%,56:44:00,28.3–35.2,19.2,10,57,38,61.8
601–800,University of Coimbra,Portugal,"21,404",17.6,19%,57:43:00,28.3–35.2,23.7,28.1,47.4,41,58.7
601–800,COMSATS University Islamabad,Pakistan,"33,030",11.4,1%,28 : 72,28.3–35.2,16.9,9.9,65.5,34.5,45.7
601–800,Concordia University,Canada,"33,543",32.3,29%,50:50:00,28.3–35.2,20.9,25.9,46,36.9,82.5
601–800,University of Costa Rica,Costa Rica,"33,900",15.1,2%,53:47:00,28.3–35.2,16.2,7.9,77.1,34.4,48.2
601–800,Coventry University,United Kingdom,"27,530",16.3,46%,47:53:00,28.3–35.2,17.4,12.7,44.1,34.7,89.3
601–800,Creighton University,United States,"8,228",11.1,8%,58:42:00,28.3–35.2,42,11.6,41.5,35.7,29.8
601–800,Dalian University of Technology,China,"39,665",15.7,3%,35 : 65,28.3–35.2,24.6,23.7,40.2,77.1,28.5
601–800,University of Delhi,India,"24,547",23,1%,47:53:00,28.3–35.2,37.6,17.8,42.8,34.5,17.3
601–800,De Montfort University,United Kingdom,"19,095",19.5,27%,56:44:00,28.3–35.2,16.9,13.8,50.4,34.6,75.6
601–800,Dublin City University,Ireland,"12,619",24,10%,57:43:00,28.3–35.2,21,25.2,49.7,42.8,71.8
601–800,East China University of Science and Technology,China,"25,519",15.6,2%,43:57:00,28.3–35.2,22,19.1,44,56.1,17.9
601–800,École Centrale de Lyon,France,"1,998",16.1,24%,25 : 75,28.3–35.2,31.1,20.2,23.6,59.7,67.2
601–800,École normale supérieure Paris-Saclay,France,"1,869",12.6,14%,30 : 70,28.3–35.2,36.5,29.6,27.7,51.1,55.3
601–800,University of Electronic Science and Technology of China,China,"33,242",16.4,4%,31 : 69,28.3–35.2,23.5,22.2,55.1,71.8,28.8
601–800,Eötvös Loránd University,Hungary,"26,105",16.7,9%,65:35:00,28.3–35.2,21.4,17.7,48.2,35.1,52.6
601–800,Ewha Womans University,South Korea,"14,510",16.9,15%,100:00:00,28.3–35.2,29.9,30.8,31.4,69.9,46.7
601–800,Federal University of Minas Gerais,Brazil,"43,899",12.6,2%,53:47:00,28.3–35.2,30.2,17.9,52,38.8,29.6
601–800,Universidade Federal do Rio Grande do Sul,Brazil,"52,579",19.4,1%,52:48:00,28.3–35.2,29.6,18.3,49.3,46.5,26.3
601–800,Universidade Federal de Santa Catarina,Brazil,"38,719",16.6,2%,49:51:00,28.3–35.2,28.4,13.1,52.6,38.7,29.4
601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,"14,572",9.3,1%,59:41:00,28.3–35.2,32.6,17.8,43.3,35.7,28.6
601–800,Ferhat Abbas Sétif University 1,Algeria,"34,002",22.7,1%,65:35:00,28.3–35.2,17.7,7.7,73,34.4,41.8
601–800,University of Girona,Spain,"13,906",19,14%,58:42:00,28.3–35.2,18.9,18.2,57.6,37.4,53.9
601–800,Glasgow Caledonian University,United Kingdom,"12,635",19.9,17%,59:41:00,28.3–35.2,15.7,12.2,56.2,35.2,61.1
601–800,University of Granada,Spain,"56,044",15.4,10%,59:41:00,28.3–35.2,19.4,20.9,52,35.6,48.1
601–800,University of Greenwich,United Kingdom,"14,475",18,36%,58:42:00,28.3–35.2,17.1,15.2,39.5,35.4,89.4
601–800,University of Hertfordshire,United Kingdom,"17,585",17.5,28%,56:44:00,28.3–35.2,17.5,13,42.7,35.3,80.1
601–800,Hiroshima University,Japan,"15,077",9,10%,36 : 64,28.3–35.2,28.9,22.4,31.5,49.9,33.7
601–800,Huazhong Agricultural University,China,"25,956",17.4,2%,54:46:00,28.3–35.2,21.8,15.1,49.7,43.1,22.5
601–800,University of Huddersfield,United Kingdom,"14,485",20.7,24%,55:45:00,28.3–35.2,22.8,20,44.8,36.6,72
601–800,Reichman University,Israel,"6,908",47,24%,52:48:00,28.3–35.2,14.1,10.1,62.6,34.4,63.2
601–800,Imam Khomeini International University,Iran,"8,330",28.6,7%,55:45:00,28.3–35.2,12.3,8.5,78,34.7,20.7
601–800,"Indian Institute of Science Education and Research, Pune",India,"1,274",9.5,0%,32 : 68,28.3–35.2,31.7,19.5,54.1,35.1,21.5
601–800,Indian Institute of Technology Bhubaneswar,India,"1,237",10.7,0%,0.684027778,28.3–35.2,27,11.3,52.9,35.8,17.1
601–800,Indian Institute of Technology Guwahati,India,"5,699",13.5,1%,0.765972222,28.3–35.2,33.7,22,37.2,41,15.3
601–800,Indian Institute of Technology Hyderabad,India,"2,088",11.9,0%,0.888888889,28.3–35.2,25.3,18,52.4,39.4,17.7
601–800,Indian Institute of Technology Kanpur,India,"6,860",13.6,0%,0.643055556,28.3–35.2,37.8,24.5,35.2,94.3,18.8
601–800,Indian Institute of Technology Madras,India,"9,241",15.6,1%,0.888888889,28.3–35.2,44.9,30.6,25.4,80,19.3
601–800,University of Indonesia,Indonesia,"41,170",9.9,11%,65:35:00,28.3–35.2,38.7,19.2,16.7,81.6,53.7
601–800,University of International Business and Economics,China,"15,775",17.4,18%,66:34:00,28.3–35.2,25.3,16.1,35.2,35.7,61.5
601–800,University of Ioannina,Greece,"21,902",44.3,3%,47:53:00,28.3–35.2,16.5,14.7,60.2,37.3,43.4
601–800,Iran University of Medical Sciences,Iran,"8,673",9,3%,59:41:00,28.3–35.2,37.7,10,52.6,43.4,20.7
601–800,Iran University of Science and Technology,Iran,"13,273",31.7,1%,31 : 69,28.3–35.2,27.8,33,42.6,96.3,16.8
601–800,ISCTE-University Institute of Lisbon,Portugal,"8,898",24.2,12%,50:50:00,28.3–35.2,23,26.4,29.3,39.8,49.3
601–800,Isfahan University of Technology,Iran,"10,064",20.7,1%,44:56:00,28.3–35.2,25.4,23.4,41.7,85.5,22.6
601–800,Istanbul Technical University,Turkey,"34,825",23,4%,34 : 66,28.3–35.2,25.2,28,30.2,100,26.8
601–800,Jagiellonian University,Poland,"40,608",10.9,9%,68:32:00,28.3–35.2,25.5,17,61.4,35.3,37.7
601–800,Jamia Millia Islamia,India,"10,653",9.7,3%,40 : 60,28.3–35.2,29.4,8.7,47.6,35.2,24.9
601–800,Jaume I University,Spain,"12,182",15.6,9%,58:42:00,28.3–35.2,22.5,16.3,49.6,37.5,43.5
601–800,Jawaharlal Nehru University,India,"7,938",13.9,4%,52:48:00,28.3–35.2,43.9,17.3,26.6,43,19.3
601–800,Jiangsu Normal University,China,"21,455",14.3,2%,n/a,28.3–35.2,15.1,11,60.7,39.7,23.2
601–800,The Jikei University School of Medicine,Japan,"1,078",0.9,1%,47:53:00,28.3–35.2,28.4,8.6,51.4,38.3,15.9
601–800,University of Johannesburg,South Africa,"26,445",23.9,15%,55:45:00,28.3–35.2,19.7,25.8,42.5,40.4,69.2
601–800,Johannes Kepler University of Linz,Austria,"6,122",10.5,11%,51:49:00,28.3–35.2,28.1,19.7,46.8,54.1,64.4
601–800,Kafrelsheikh University,Egypt,"74,546",39.7,1%,51:49:00,28.3–35.2,13,7.9,67.4,38,47.1
601–800,University of Kaiserslautern,Germany,"14,869",51.6,18%,39 : 61,28.3–35.2,33.6,24.1,41.3,64.5,52.3
